question,gold_doc,gold_pages,hit_strict@1,hit_strict@3,hit_strict@5,hit_soft@1,hit_soft@3,hit_soft@5,retrieved_topk
什么是冯·诺依曼结构？,co,[14],0,1,1,0,1,1,"[{""doc_id"": ""co"", ""page"": 27, ""chunk_id"": 0, ""score"": 0.49745750427246094}, {""doc_id"": ""co"", ""page"": 14, ""chunk_id"": 1, ""score"": 0.4765363931655884}, {""doc_id"": ""co"", ""page"": 26, ""chunk_id"": 2, ""score"": 0.4369933307170868}, {""doc_id"": ""os_tutorial"", ""page"": 302, ""chunk_id"": 0, ""score"": 0.41357526183128357}, {""doc_id"": ""co"", ""page"": 435, ""chunk_id"": 0, ""score"": 0.4117966294288635}]"
CPU 的功能是什么？,co,[343],0,0,0,0,0,0,"[{""doc_id"": ""co"", ""page"": 15, ""chunk_id"": 1, ""score"": 0.7402602434158325}, {""doc_id"": ""co"", ""page"": 170, ""chunk_id"": 0, ""score"": 0.7395964860916138}, {""doc_id"": ""co"", ""page"": 169, ""chunk_id"": 1, ""score"": 0.7271449565887451}, {""doc_id"": ""co"", ""page"": 430, ""chunk_id"": 0, ""score"": 0.7242289781570435}, {""doc_id"": ""os_tutorial"", ""page"": 90, ""chunk_id"": 3, ""score"": 0.7163653373718262}]"
什么是指令周期？,co,[348],0,0,0,0,0,1,"[{""doc_id"": ""co"", ""page"": 384, ""chunk_id"": 0, ""score"": 0.7904375791549683}, {""doc_id"": ""co"", ""page"": 376, ""chunk_id"": 1, ""score"": 0.7436107397079468}, {""doc_id"": ""co"", ""page"": 381, ""chunk_id"": 0, ""score"": 0.7432063817977905}, {""doc_id"": ""co"", ""page"": 349, ""chunk_id"": 1, ""score"": 0.7188543677330017}, {""doc_id"": ""co"", ""page"": 393, ""chunk_id"": 0, ""score"": 0.7125272750854492}]"
指令周期的基本阶段有哪些？,co,[348],0,0,0,0,0,1,"[{""doc_id"": ""co"", ""page"": 384, ""chunk_id"": 0, ""score"": 0.7961201667785645}, {""doc_id"": ""co"", ""page"": 381, ""chunk_id"": 0, ""score"": 0.7573007941246033}, {""doc_id"": ""co"", ""page"": 376, ""chunk_id"": 1, ""score"": 0.7262191772460938}, {""doc_id"": ""co"", ""page"": 427, ""chunk_id"": 1, ""score"": 0.7099809646606445}, {""doc_id"": ""co"", ""page"": 349, ""chunk_id"": 1, ""score"": 0.6995121836662292}]"
什么是流水线技术？,co,[363],0,0,0,1,1,1,"[{""doc_id"": ""co"", ""page"": 362, ""chunk_id"": 1, ""score"": 0.5842564702033997}, {""doc_id"": ""os_tutorial"", ""page"": 81, ""chunk_id"": 2, ""score"": 0.5594751834869385}, {""doc_id"": ""co"", ""page"": 354, ""chunk_id"": 2, ""score"": 0.5530853271484375}, {""doc_id"": ""co"", ""page"": 359, ""chunk_id"": 1, ""score"": 0.5147079229354858}, {""doc_id"": ""os_tutorial"", ""page"": 287, ""chunk_id"": 2, ""score"": 0.48611900210380554}]"
什么是 高速缓存 Cache？,co,[115],0,0,0,0,0,0,"[{""doc_id"": ""os_tutorial"", ""page"": 314, ""chunk_id"": 0, ""score"": 0.7913250923156738}, {""doc_id"": ""os_tutorial"", ""page"": 178, ""chunk_id"": 1, ""score"": 0.7615165710449219}, {""doc_id"": ""os_tutorial"", ""page"": 159, ""chunk_id"": 2, ""score"": 0.7414270639419556}, {""doc_id"": ""co"", ""page"": 77, ""chunk_id"": 1, ""score"": 0.7285215854644775}, {""doc_id"": ""os_tutorial"", ""page"": 159, ""chunk_id"": 3, ""score"": 0.7030947208404541}]"
什么是局部性原理？,co,[194],0,0,0,0,0,0,"[{""doc_id"": ""co"", ""page"": 140, ""chunk_id"": 3, ""score"": 0.47058767080307007}, {""doc_id"": ""co"", ""page"": 54, ""chunk_id"": 2, ""score"": 0.4430222511291504}, {""doc_id"": ""os_tutorial"", ""page"": 65, ""chunk_id"": 3, ""score"": 0.44195255637168884}, {""doc_id"": ""os_tutorial"", ""page"": 194, ""chunk_id"": 2, ""score"": 0.44166967272758484}, {""doc_id"": ""co"", ""page"": 352, ""chunk_id"": 1, ""score"": 0.4323779344558716}]"
程序计数器（PC）的作用是什么？,co,[22],0,0,0,0,0,0,"[{""doc_id"": ""co"", ""page"": 429, ""chunk_id"": 0, ""score"": 0.7175012826919556}, {""doc_id"": ""co"", ""page"": 225, ""chunk_id"": 0, ""score"": 0.6999753713607788}, {""doc_id"": ""co"", ""page"": 9, ""chunk_id"": 0, ""score"": 0.6904361844062805}, {""doc_id"": ""co"", ""page"": 306, ""chunk_id"": 1, ""score"": 0.6849647164344788}, {""doc_id"": ""os_tutorial"", ""page"": 95, ""chunk_id"": 0, ""score"": 0.6797743439674377}]"
什么是中断隐指令？,co,[364],0,0,0,0,0,0,"[{""doc_id"": ""co"", ""page"": 366, ""chunk_id"": 1, ""score"": 0.6605342626571655}, {""doc_id"": ""os_tutorial"", ""page"": 235, ""chunk_id"": 1, ""score"": 0.6582531332969666}, {""doc_id"": ""os_tutorial"", ""page"": 235, ""chunk_id"": 2, ""score"": 0.6538347005844116}, {""doc_id"": ""co"", ""page"": 404, ""chunk_id"": 0, ""score"": 0.6382089853286743}, {""doc_id"": ""os_tutorial"", ""page"": 68, ""chunk_id"": 0, ""score"": 0.6372353434562683}]"
什么是算术移位？,co,[240],1,1,1,1,1,1,"[{""doc_id"": ""co"", ""page"": 240, ""chunk_id"": 0, ""score"": 0.656640887260437}, {""doc_id"": ""co"", ""page"": 240, ""chunk_id"": 1, ""score"": 0.6500499248504639}, {""doc_id"": ""co"", ""page"": 243, ""chunk_id"": 0, ""score"": 0.6464526653289795}, {""doc_id"": ""co"", ""page"": 286, ""chunk_id"": 1, ""score"": 0.6424132585525513}, {""doc_id"": ""co"", ""page"": 219, ""chunk_id"": 2, ""score"": 0.6132347583770752}]"
